Date,Price
12/27/2010,21.863094
1/3/2011,22.403601
1/10/2011,22.1686
1/17/2011,21.949259
1/24/2011,21.737766
1/31/2011,21.753422
2/7/2011,21.346085
2/14/2011,21.19725
2/21/2011,20.920679
2/28/2011,20.447893
3/7/2011,20.235142
3/14/2011,19.541725
3/21/2011,20.187862
3/28/2011,20.077543
4/4/2011,20.54244
4/11/2011,19.990871
4/18/2011,20.10906
4/25/2011,20.424252
5/2/2011,20.384855
5/9/2011,19.722956
5/16/2011,19.297451
5/23/2011,19.638086
5/30/2011,18.963928
6/6/2011,18.80529
6/13/2011,19.241516
6/20/2011,19.273245
6/27/2011,20.637445
7/4/2011,21.351263
7/11/2011,21.240223
7/18/2011,21.83507
7/25/2011,21.731962
8/1/2011,20.367775
8/8/2011,19.907753
8/15/2011,19.074961
8/22/2011,20.153122
8/29/2011,20.592102
9/5/2011,20.544212
9/12/2011,21.645651
9/19/2011,20.001478
9/26/2011,19.865793
10/3/2011,20.951279
10/10/2011,21.765373
10/17/2011,21.677582
10/24/2011,21.53392
10/31/2011,20.951279
11/7/2011,21.478045
11/14/2011,20.193031
11/21/2011,19.540937
11/28/2011,20.280754
12/5/2011,20.666748
12/12/2011,20.907997
12/19/2011,20.932121
12/26/2011,20.875824
1/2/2012,22.604761
1/9/2012,22.71735
1/16/2012,23.891401
1/23/2012,23.505417
1/30/2012,24.317608
2/6/2012,24.52669
2/13/2012,25.129801
2/20/2012,25.481421
2/27/2012,25.967085
3/5/2012,25.89423
3/12/2012,26.387993
3/19/2012,25.910425
3/26/2012,26.11278
4/2/2012,25.513794
4/9/2012,24.939079
4/16/2012,26.242298
4/23/2012,25.886141
4/30/2012,25.076683
5/7/2012,25.222393
5/14/2012,23.692533
5/21/2012,23.676901
5/28/2012,23.179893
6/4/2012,24.1576
6/11/2012,24.459057
6/18/2012,25.013102
6/25/2012,24.923483
7/2/2012,24.597567
7/9/2012,23.945772
7/16/2012,24.540543
7/23/2012,24.247227
7/30/2012,24.239084
8/6/2012,24.784977
8/13/2012,25.176048
8/20/2012,25.063982
8/27/2012,25.277233
9/3/2012,25.383842
9/10/2012,25.597084
9/17/2012,25.580685
9/24/2012,24.407862
10/1/2012,24.481678
10/8/2012,23.948576
10/15/2012,23.489285
10/22/2012,23.136618
10/29/2012,24.194624
11/5/2012,23.645117
11/12/2012,21.750555
11/19/2012,22.905022
11/26/2012,22.011971
12/3/2012,21.879667
12/10/2012,22.169081
12/17/2012,22.698299
12/24/2012,21.954084
12/31/2012,22.111202
1/7/2013,22.185619
1/14/2013,22.532911
1/21/2013,23.05386
1/28/2013,23.095205
2/4/2013,22.780985
2/11/2013,23.161352
2/18/2013,22.954632
2/25/2013,23.303099
3/4/2013,23.344782
3/11/2013,23.378132
3/18/2013,23.553219
3/25/2013,23.853371
4/1/2013,23.928404
4/8/2013,24.003439
4/15/2013,24.820509
4/22/2013,26.504669
4/29/2013,27.92202
5/6/2013,27.25503
5/13/2013,29.072582
5/20/2013,28.772701
5/27/2013,29.301647
6/3/2013,29.948126
6/10/2013,28.881849
6/17/2013,27.933115
6/24/2013,28.999393
7/1/2013,28.722326
7/8/2013,29.948126
7/15/2013,26.363081
7/22/2013,26.547783
7/29/2013,26.774475
8/5/2013,27.454548
8/12/2013,26.698914
8/19/2013,29.381289
8/26/2013,28.239864
9/2/2013,26.337479
9/9/2013,27.927023
9/16/2013,27.724102
9/23/2013,28.129946
9/30/2013,28.645702
10/7/2013,28.857082
10/14/2013,29.558846
10/21/2013,30.209885
10/28/2013,30.040785
11/4/2013,31.943174
11/11/2013,31.9939
11/18/2013,31.765614
11/25/2013,32.483601
12/2/2013,32.679539
12/9/2013,31.256836
12/16/2013,31.350533
12/23/2013,31.76799
12/30/2013,31.444263
1/6/2014,30.703093
1/13/2014,30.992739
1/20/2014,31.359072
1/27/2014,32.236526
2/3/2014,31.146088
2/10/2014,32.04911
2/17/2014,32.35582
2/24/2014,32.881668
3/3/2014,32.529766
3/10/2014,32.358101
3/17/2014,34.46954
3/24/2014,34.589695
3/31/2014,34.220642
4/7/2014,33.654144
4/14/2014,34.34079
4/21/2014,34.254974
4/28/2014,34.066124
5/5/2014,33.937389
5/12/2014,34.186295
5/19/2014,34.678135
5/26/2014,35.386921
6/2/2014,35.853668
6/9/2014,35.637569
6/16/2014,36.026543
6/23/2014,36.519215
6/30/2014,36.130268
7/7/2014,36.380928
7/14/2014,38.628273
7/21/2014,38.464039
7/28/2014,37.046494
8/4/2014,37.340374
8/11/2014,38.714691
8/18/2014,39.025867
8/25/2014,39.513145
9/1/2014,39.930641
9/8/2014,40.617737
9/15/2014,41.330944
9/22/2014,40.365513
9/29/2014,40.087196
10/6/2014,38.295483
10/13/2014,37.947575
10/20/2014,40.121979
10/27/2014,40.835175
11/3/2014,42.339863
11/10/2014,43.122662
11/17/2014,41.731033
11/24/2014,41.845444
12/1/2014,42.379341
12/8/2014,41.092739
12/15/2014,41.714161
12/22/2014,41.906715
12/29/2014,40.926449
1/5/2015,41.302799
1/12/2015,40.471317
1/19/2015,41.294048
1/26/2015,35.35989
2/2/2015,37.119133
2/9/2015,38.396984
2/16/2015,38.388245
2/23/2015,38.652618
3/2/2015,37.339218
3/9/2015,36.475384
3/16/2015,37.797577
3/23/2015,36.113972
3/30/2015,35.514568
4/6/2015,36.775074
4/13/2015,36.686928
4/20/2015,42.196136
4/27/2015,42.892494
5/4/2015,42.090359
5/11/2015,42.575169
5/18/2015,41.34111
5/25/2015,41.574295
6/1/2015,40.935505
6/8/2015,40.784679
6/15/2015,40.900021
6/22/2015,40.154774
6/29/2015,39.391769
7/6/2015,39.578083
7/13/2015,41.361366
7/20/2015,40.75806
7/27/2015,41.432339
8/3/2015,41.467827
8/10/2015,41.698498
8/17/2015,38.211796
8/24/2015,39.2318
8/31/2015,38.052982
9/7/2015,38.829945
9/14/2015,38.829945
9/21/2015,39.240726
9/28/2015,40.696404
10/5/2015,42.071712
10/12/2015,42.428928
10/19/2015,47.215694
10/26/2015,47.010296
11/2/2015,49.04644
11/9/2015,47.188908
11/16/2015,48.394527
11/23/2015,48.486961
11/30/2015,50.267113
12/7/2015,48.60384
12/14/2015,48.666767
12/21/2015,50.051338
12/28/2015,49.880524
1/4/2016,47.048443
1/11/2016,45.843674
